Solubility_log10
-2.381783346
-2.034995917
-1.843451394
-0.367650413
-2.848476626
-2.768864415
-2.684201518
-2.612886501
-2.561778942
-2.525786213
-2.48681917
-2.448363759
-2.416302584
-2.386008156
-1.736506976
-1.692980407
-1.627197228
-1.563410681
-1.458440275
-1.423586726
-1.364030808
-1.319097527
-2.692480857
-2.593578202
-2.444123437
-2.259829469
-2.215464653
-2.06885413
-1.999422035
-1.955358772
-1.867057858
-1.813593743
-1.743580086
-0.896002723
-0.737938474
-0.51494894
-0.38115403
-0.205224498
-0.102736644
0.080720465
0.289980958
-1.36963409
-0.54515514
-0.505845406
-0.468521083
-0.436518915
-0.416801226
-0.41453927
-0.404503778
-0.367542708
0.357714651
0.442270246
0.534741095
0.87183751
0.721212712
0.81368356
-0.777245539
-0.704302458
-0.68300949
-0.645146662
-0.611495849
-0.580187364
-0.484679723
-0.455937918
-0.426869206
-0.334290064
-0.298064598
-2.407954106
-2.299677106
-2.213360785
-2.136430495
-2.029412376
-1.925559379
-1.840534986
-1.749449339
-1.661868193
-1.576574169
-0.880917503
-0.838519812
-0.72080377
-0.648984957
-0.580187364
-3.346787486
-2.445850292
-2.355647687
-2.292574187
-2.227281374
-2.153144889
-2.097256664
-2.054478633
-3.573126165
-2.604453457
-2.491096612
-2.387200467
-2.178484703
-1.948708564
-1.053678942
-0.987534172
-0.937711533
-0.918025514
-2.142207757
-2.136430495
-2.131539015
-2.121125799
-2.110183669
-2.100263903
-2.076054784
-2.057887034
-2.03586997
-2.014914044
-2.632976544
-2.427849647
-2.127504352
-2.024948469
-1.869666232
0.181432465
0.221445649
0.264766972
0.311294633
0.352925231
0.39761164
0.444839413
0.485242824
0.532701952
0.372828537
0.408643058
0.444373606
0.321094084
0.478282132
0.514533206
0.543434936
0.576735104
0.609405599
0.641503171
-1.053494193
-1.037676232
-0.993080731
-0.927467057
-0.84289603
-2.284316314
-3.544957086
-1.947227323
-4.041436117
-1.95111368
-1.930156815
-1.911053866
-1.879314384
-3.42886323
-2.115620274
-1.923042451
-1.662143765
-1.503348915
-1.294227337
-1.946212967
-1.943265243
-1.934540284
-1.920841989
-1.896871739
-1.884722842
-4.605548319
-4.539102157
-4.480172006
-4.463441557
-4.384049948
-4.316952962
-4.258848401
-4.197910742
-4.153662888
-4.112945622
-2.253842385
-2.219967197
-2.181301062
-2.145125374
-2.112815804
-2.061874571
-2.027238448
-1.983756793
-1.939408216
-1.898500792
0.010431753
-1.873653805
-2.13076828
-1.950781977
-1.863279433
-1.809668302
-1.756961951
-1.707743929
-1.657577319
-1.595166283
-1.542118103
-0.116007783
-1.538319375
-1.425706474
-1.972249151
-1.269818596
-0.574002538
-0.531194001
-0.481719452
-0.433550501
-0.381587902
-0.331420286
-0.279047904
-0.228488169
-0.270416029
1.004600788
0.064540215
0.171812986
0.228214272
-0.310838013
0.267559413
0.271093723
-1.410326794
-0.334704233
-0.3705871
-0.401444854
-0.417685696
-0.452001228
-0.485254287
-0.527392494
-0.54892232
-0.57853631
-1.096475936
-0.905209152
-0.863201381
-0.795215453
-0.717582736
-0.643239756
-0.588534513
-0.54344315
-0.50383443
-0.450755721
-0.393064242
-1.684193438
-1.517557439
-1.354394668
-1.126191315
-0.917622473
-0.826880851
-0.734591829
-0.660983628
0.485505755
-1.412281022
0.001882198
0.084757702
0.146115356
0.178071602
0.27091716
0.317505617
0.383141557
